Post_id,User_id,Title,Post_time,Replies,Views
908576,1860259,Kèo airdrop nhận token ONDO của sàn Bybit,2024-01-16T20:50:39+0700,10,378
909463,1933239,"Cập nhật tin tức, coin/token xịn từ sàn OKX - Sàn với Volume top 2 thế  giới",2024-01-18T13:37:33+0700,1,353
909061,1425911,KÈO SÀN BYBIT - NHẬN TOKEN ONDO SẮP LIST,2024-01-17T16:57:56+0700,1,271
907996,1425911,Cập nhật kèo đào ICE ngày 19/1/24 list sàn OKX,2024-01-15T17:50:22+0700,9,571
908948,1961313,XIdol - GameFi có thể chơi Free trong năm 2024?,2024-01-17T14:10:18+0700,0,317
908584,1950928,Đăng ký để nhận $100 cùng Bitget,2024-01-16T20:57:11+0700,3,250
676508,1425911,Kèo airdrop DTTD nhận point sang năm đổi ra token,2022-12-03T08:50:23+0700,112,5000
849558,1858150,Chikoroko mỗi ngày nhận free 1NFT  lúc 3 giờ sáng ( giờ Việt Nam),2023-09-26T19:37:38+0700,6,426
907871,1271360,Hướng dẫn chơi  @SolFarmOfficial game nông trại đang Hot,2024-01-15T12:52:26+0700,1,611
807112,1425911,Kèo đào free ngon - Đào token ICE,2023-07-09T16:45:53+0700,77,3000
906708,1950928,Hướng dẫn cách tải xuống Bitget Wallet,2024-01-12T20:25:16+0700,0,363
906623,1846435,Cần người chuyển tiền vào paypal,2024-01-12T17:22:04+0700,0,167
903012,1957335,"Thêm một kèo #XPET mới cho mọi người, #XDRAGON",2024-01-05T21:08:13+0700,4,322
894658,1947957,Cách chơi kinance hiệu quả cho người mới tham gia | kinance.asia,2023-12-20T11:01:49+0700,4,374
904783,1425911,Sự kiện sàn Bybit ngon - NHẬN TOKEN XAI SẮP LIST,2024-01-09T13:14:11+0700,2,510
900445,835165,Kèo cực ngon đến từ Yogapetz (phải làm),2024-01-01T09:27:30+0700,41,2000
905925,1959624,Fastbull so với FXStreet: Cái nào phù hợp với bạn?,2024-01-11T13:57:04+0700,0,377
302270,1722165,Nhóm shitcoin. Những kèo rủi ro cao trên PancakeSwap,2021-05-13T09:23:36+0700,10000,964000
904548,1723172,"[Xdog] Con game y sì đúc xpet mới ra vài tiếng, kỳ vọng là kèo đổi vị thế tiếp theo $$",2024-01-09T01:09:19+0700,6,493
900906,1920910,Kèo mới đến từ Yogapet của bác huakt9x.,2024-01-02T10:00:14+0700,7,353
905481,14098,"Mua USDT trên Binance, người bán đòi căn cước công dân mới chuyển có phải là lừa đảo?",2024-01-10T16:58:05+0700,14,1000
905350,1860259,Kiếm 24$ từ event của sàn Bybit,2024-01-10T12:35:36+0700,0,310
904914,1955094,Kitabit là gì? Cách đăng ký Kitabit.com miễn phí chi tiết,2024-01-09T16:44:38+0700,0,236
904562,1118356,[XIdol] Tìm thấy một con game dạng Xpet nữa trên Twitter,2024-01-09T06:45:14+0700,0,331
896397,1864087,Tạo ví mua bán coin,2023-12-23T17:33:38+0700,12,566
834028,995877,"Review Sàn OKX - Hướng dẫn chi tiết sử dụng sàn OKX - Top 2 Sàn lớn Crypto, cho người mới",2023-08-26T13:29:25+0700,13,3000
903579,1860259,Kèo mint coin $ALLY trên chain Linea Mainnet (được dev Linea retweet nên rất hot!!!),2024-01-07T08:37:58+0700,11,901
885154,1860259,Chơi game XPET trên Twitter - Cày Free nhận coin $BPET,2023-12-02T15:18:32+0700,158,7000
897788,1955196,"Hướng dẫn tải coinvid app cho điện thoại Android, iOS IPhone và máy tính PC",2023-12-26T18:56:55+0700,1,17000
895822,1950928,Sự Kiện Người Dùng Mới Bitget Trải nghiệm 1000$,2023-12-22T13:16:31+0700,1,192
890062,1950928,Làm cách nào để tạo Ví MPC bằng Ví Bitget?,2023-12-11T16:33:34+0700,1,236
901266,1950928,Hướng dẫn cách tải xuống Bitget Wallet,2024-01-02T21:09:38+0700,1,224
852926,1713681,Đào miễn phí coin sàn SAVICOIN - Kèo ăn chắc,2023-10-03T09:17:36+0700,66,3000
902350,1858150,Gấp Sleepless Al cho AirDrop còn 5h nữa hết,2024-01-04T17:51:26+0700,2,173
902329,1956255,Kèo Airdrop cho anh em vào hôm nay! Kết thúc lúc 11h.,2024-01-04T16:52:32+0700,1,181
893579,835165,"Nhanh, payout 0.4$ trên 1 WIFI các bác!",2023-12-18T13:00:40+0700,20,1000
899092,1614745,"Gamefi XSaiyan mạng BRC-20 - Arbitrum, kèo ăn tết 2024 cho anh em nào bỏ lỡ Xpet",2023-12-29T11:17:02+0700,25,1000
895679,1953100,đồng Pi sẽ có ngày Mainet lên sàn không?,2023-12-22T09:30:50+0700,2,404
901616,1953337,Kho hàng t0,2024-01-03T13:51:34+0700,0,104
880370,1271360,Hướng dẫn chơi game và kiếm lợi nhuận với Pixels update T11-2023,2023-11-23T20:54:19+0700,3,3000
875189,1858792,Có phải lừa đảo không,2023-11-14T10:53:51+0700,3,663
899599,1858150,Gấp kèo nhận 20000SRC đến hết 31/12/2023,2023-12-30T11:46:41+0700,8,434
889939,1925341,"Đào coin Grass trên máy tính laptop bằng cách liếm wifi, không biết có tương lai không nhưng free cứ làm",2023-12-11T12:36:33+0700,1,1000
900268,1955679,Bọn coin dạo này chán xóa phải xóa sổ,2023-12-31T20:17:20+0700,2,315
898959,1955974,Crypto currency là gì và nó hoạt động như thế nào? 1 vài thông tin hữu ích,2023-12-29T04:47:30+0700,1,904
897577,1955196,Coinvid là gì? Coinvid có uy tín không? | Tìm hiểu về sàn coinvid,2023-12-26T11:57:53+0700,2,23000
899944,1956424,Bitcoin Chạm Mốc 43.000 USD: Sự Trở Lại Của Nhà Vua Và Chân Dung Kẻ Ngáng Đường,2023-12-31T01:37:39+0700,0,838
897956,1441361,ZPET - Farm token kiếm tiền và săn airdrop zkSync,2023-12-27T07:23:25+0700,4,538
899564,1869086,"Về việc hack ví Metamask, Trust, Coin98 ...",2023-12-30T10:42:29+0700,2,797
899395,1955679,Satoshi sáng lập bitcoin là có that,2023-12-29T22:14:45+0700,2,251
899608,1956255,[AI] Dự án thuộc vườn ươm BinanceLabs - Kèo Airdrop chỉ cần treo máy - Cơ hội đổi vị thế 2024,2023-12-30T12:10:22+0700,0,351
898954,970274,[HOT] BANANAMINER - GAME PONZI MỚI RA FOMO HƠN XPET,2023-12-29T02:13:41+0700,3,326
899186,1568133,Ví không cần KYC để nhận usdt...,2023-12-29T13:58:58+0700,0,146
899088,1096023,Tính bảo mật khi đào GRASS,2023-12-29T11:12:50+0700,0,295
889810,1864087,"Site kiếm coin mới ra, mời ae thẩm",2023-12-11T08:12:56+0700,15,796
898822,1955858,RS8_KM chào mừng 2024,2023-12-28T18:26:13+0700,0,106
898784,1955833,Cách chọn sàn giao dịch tiền điện tử an toàn cho năm 2024,2023-12-28T17:02:09+0700,0,151
898780,1877693,"Sau khi kèo gamefi Xpet đã x7 tài khoản, hôm nay tôi chia sẻ anh em quả tương tự Xpet",2023-12-28T16:48:01+0700,0,430
898698,1940691,Up Trades số đăng ký 1849 LLC 2022 chuyên nghiệp,2023-12-28T15:06:04+0700,0,127
860089,1934446,💥  Đào AZC 🪙 Token sàn AZCOINER Mới Ra Mắt ( Rất Tiềm Năng ),2023-10-16T09:55:06+0700,20,2000
339420,630004,Tư vấn đào coin,2021-07-06T18:58:53+0700,21,4000
898197,1488352,"Chơi Gamefi Zpet, 1 game tương tự Xpet. giá chưa bay.",2023-12-27T15:38:18+0700,0,249
898159,1953337,Kho hàng T0,2023-12-27T14:14:41+0700,0,145
898025,1955245,Alpha Trading Hub hướng dẫn tạo tài khoản và xác minh,2023-12-27T10:03:34+0700,0,319
897540,1955196,Cách nạp coinvid và cách rút tiền coinvid cho người mới tham gia,2023-12-26T11:17:09+0700,0,12000
665828,1602337,"App đào coin BONDEX. Dự tính List sàn năm 2023, có Binance nhắc tới",2022-11-15T10:20:42+0700,25,3000
755371,1293508,"Kèo đào ice network mới ra mắt , tốc độ cao cho các thím",2023-04-15T03:23:50+0700,62,5000
889815,1149024,Đào coin miễn phí chỉ cần mạng wifi. Kèo đang được tây lông shill mạnh,2023-12-11T08:22:47+0700,6,582
897133,1954946,Các loại ví tiền điện từ và cách lưu trữ - 2023,2023-12-25T12:56:01+0700,0,237
890011,458940,"Kèo Air nghìn đô FREE cho ae theo trend AI, đào có thể bán đc luôn!!!",2023-12-11T15:11:32+0700,15,838
896548,1723172,Thêm kèo airdrop được CEO Solana shill. AE vô làm kiếm bát phở mùa đông thôi.,2023-12-24T08:01:06+0700,0,220
896455,1954605,Kiếm Coin Miễn Phí Dễ Dàng,2023-12-23T21:19:42+0700,0,242
893540,1860259,"Đăng ký kèo Bags Early Access (rất dễ, kết nối twitter là xong!!!)",2023-12-18T11:19:35+0700,1,163
894840,1271360,Săn Aidrop dự án #CARV  nhận Airdrop khủng,2023-12-20T15:57:11+0700,2,391
895705,1700302,LÊN BINANCE MUA USDT HAY BIT CÓ PHẢI CÁCH GIỮ TIỀN TỐT NHẤT LÚC NÀY???,2023-12-22T10:03:31+0700,1,236
847034,1858150,"Anh Em nhanh tay sở hữu đồng 👉Sidra Bank Coin Sidra
ĐỒNG SIDRA (NGÂN HÀNG HỒI GIÁO PHI TẬP TRUNG ĐẦU TIÊN TRÊN THẾ GIỚI)",2023-09-21T19:42:11+0700,6,2000
887929,1244092,Xpet.tech đa cấp nuôi thú trên Twitter của ElonMusk nè các bác,2023-12-07T14:03:38+0700,11,626
894880,410112,kèo airdrop nước mưa cho ae đào,2023-12-20T16:46:58+0700,0,137
894746,1694430,GetGrass io - Airdrop ngon cho hôm nay,2023-12-20T13:41:43+0700,0,781
894638,528552,Chia sẻ đồng coin mà các thím đang hold,2023-12-20T10:27:04+0700,1,262
812513,1669613,Kèo đào ice network token miễn phí - Kèo ngon nên thử,2023-07-18T21:51:56+0700,5,423
893883,1950928,Ví Bitcoin là gì? Hướng dẫn lưu trữ BTC bằng ví bitget cho người mới bắt đầu,2023-12-18T22:09:55+0700,1,403
893921,1934258,Ý nghĩa là gì? Onchain,2023-12-19T00:11:36+0700,0,114
859723,1934258,HƯỚNG DẪN BÁN KHỐNG COIN/TOKEN BỊ BƠM THỔI (Tỷ lệ win cao),2023-10-15T14:30:12+0700,6,533
893920,1934258,DÙNG ONCHAIN ĐÁNH FUTURES  TỈ LỆ THẮNG CAO?,2023-12-19T00:06:28+0700,1,160
884029,1926895,Hướng dẫn sử dụng tools check #onchain trong crypto,2023-11-30T15:08:10+0700,1,766
823207,1425911,Đăng ký free nhận 8 token sàn Hashkey,2023-08-06T17:03:29+0700,9,555
794417,1425911,Kèo đào token VV và BTC với app Avivie World,2023-06-18T20:36:15+0700,125,5000
884410,1947957,Kinance là gì? Đăng ký tài Kinance khoản miễn phí nhanh nhất,2023-12-01T09:43:10+0700,1,528
893766,1923834,Kingofbo | đăng ký tài khoản nhanh nhất cho người mới,2023-12-18T18:08:14+0700,0,639
893744,1953101,1point - (Onepoint ) Đăng ký và đăng nhập tài khoản miễn phí,2023-12-18T17:27:53+0700,0,782
892941,1899553,mọi người cho em hỏi vay sinh viên như thế nào ạ ?,2023-12-17T00:38:25+0700,1,488
313632,1732007,Mất 200tr vì crypto :(,2021-05-28T22:32:46+0700,71,13000
892559,1669613,AIRDROP - CARV Protocol - Chain opBNB - Nhận free SOUL daily,2023-12-16T10:21:42+0700,2,401
887887,1692633,Game Đa cấp nuôi thú trên Twitter của Elon Musk,2023-12-07T12:53:14+0700,2,333
882131,1788639,Share con kèo ngon ít người biết - Chỉ còn ít ngày sẽ list sàn,2023-11-27T15:28:59+0700,8,1000
891144,1950928,Trải nghiệm OKX & nhận ưu đãi lên đến 3.000.000 VNĐ,2023-12-13T16:07:50+0700,5,469
821912,1180846,Ví Trả Sau Momo - Ngày 5 đáo hạn VTS momo mình hỗ trợ đáo/rút ví trả sau sang ATM,2023-08-04T08:40:30+0700,1,778
891612,1951532,Sàn FxMills quyền lợi 102 khi làm đối tác,2023-12-14T14:02:39+0700,0,171
891603,1694430,Eran Alliance Airdrop - kèo nghìn đô,2023-12-14T13:52:34+0700,0,117
891100,1951532,"LeapCM : đánh giá sàn, giấy phép, nền tảng",2023-12-13T14:34:01+0700,0,533
890080,1692633,"AIRDROP SÀN GIAO DỊCH #GRVT TRONG 5 PHÚT SÀN DEX ""LAI"" ĐẦU TIÊN TRÊN THẾ GIỚI",2023-12-11T17:01:10+0700,6,406
890774,1874675,sàn điện tử lừa đảo,2023-12-12T21:52:59+0700,0,287
890310,1951057,Xfinex là gì? Đăng ký tài khoản Xfinex miễn phí nhanh nhất,2023-12-12T00:57:08+0700,0,2000
890306,1951054,Starisa là gì? Đăng ký tài khoản Starisa miễn phí,2023-12-12T00:41:09+0700,0,344
890164,1614745,Ví OverWallet xác nhận sẽ airdrop cho người dùng,2023-12-11T20:00:42+0700,1,384
259655,1108019,Xin link các nhóm Telegram chất lượng,2021-03-22T15:19:40+0700,18,16000
242653,132339,Chia sẻ các trader crypto giỏi của VN,2021-02-28T21:39:01+0700,26,6000
890016,1947095,Vốn ít nên đầu tư hay tích lũy?,2023-12-11T15:17:58+0700,0,423
889643,1950684,Solabin là gì? Đăng ký tài Kinance khoản miễn phí nhanh nhất,2023-12-10T19:25:04+0700,0,353
867232,1425208,"(kèo ngon free ) chơi game SUI QUEST 3 chắc ăn  nhận 25sui( 11,5 $)",2023-10-29T13:44:42+0700,32,2000
889009,524652,Kèo XPB,2023-12-09T12:02:37+0700,0,123
299222,333124,Hội đào Chia coin,2021-05-09T17:28:56+0700,3000,235000
886330,1624657,mong A/E bỏ chút ít thời gian để chỉ giáo e về tiền ảo!! XIN CẢM ƠN !!!,2023-12-04T18:47:43+0700,5,448
885416,1545841,"GAMEFI XPET , KÈO HOT TREND X",2023-12-03T07:58:43+0700,5,666
143624,1490280,Phân Tích Bitcoin,2020-09-28T12:01:07+0700,118,15000
886782,1941045,Bittrex ko rut được tiền?,2023-12-05T15:38:50+0700,14,603
556675,982233,"Bot trade coin trên binance mới viết, nhờ anh em vào thẩm định",2022-05-31T10:49:56+0700,356,32000
885834,1860259,Đăng ký chơi game Chicken Derby (game play to earn - free 100%),2023-12-03T22:20:15+0700,1,274
885624,1499658,"Starknet sắp nổ air, có anh em nào làm Starknet không?",2023-12-03T15:32:03+0700,3,320
865884,1355094,Drive to earn - Cùng nhau kiếm 7 tỷ,2023-10-26T16:13:59+0700,9,1000
886157,1925023,Kinance là gì? Hướng dẫn mua bán Kinance nhanh chóng,2023-12-04T13:12:57+0700,0,321
883704,371968,kèo short altcoin pump láo,2023-11-30T08:28:15+0700,5,362
878927,995603,[ Retro-airdrop siêu hiếm ] BLAST airdrop - Kèo airdrop lớn cuối năm từ backer Paradigm ( Đã raise 20tr$),2023-11-21T13:55:49+0700,1,337
850775,1858150,ĐÀO MIỄN PHÍ COIN SÀN COINSAVI (LIÊN KẾT VỚI REMITANO),2023-09-28T22:01:09+0700,30,2000
876791,1653121,Hướng dẫn nhận lương tiền mặt cuối tháng cho ae có tài khoản ByBit hoặc BingX,2023-11-17T10:38:12+0700,5,534
882082,1065603,"Có thím nào đang đầu tư vào đồng này không nhỉ, nghe nói sắp được niêm yết trên Binance nên giá lên cao quá",2023-11-27T14:06:04+0700,1,253
881266,1792584,Kiếm 40$ tiền tươi với sự kiện của bybit,2023-11-25T16:13:00+0700,15,851
882932,1271360,Hướng dẫn đăng ký sử dụng sàn Bybit mới nhất 2023,2023-11-28T22:00:49+0700,3,466
882888,1271360,Hướng Dẫn tham gia Bybit Launchpad 3.0 – 5IRE ($5IRE),2023-11-28T20:48:22+0700,1,440
883723,1425208,( kèo ngon free  ) bondex mới kết hợp với coinlist airdrop,2023-11-30T08:56:59+0700,1,330
883706,1831765,💵💵HƯỚNG DẪN THAM GIA TESTNET CỦA BOTANIX ĐỂ SĂN  RETROACTIVE 💵💵,2023-11-30T08:32:32+0700,0,253
878967,1864087,Airdrop đào G$ (giống đào Pi),2023-11-21T14:53:43+0700,6,316
883336,1944772,CQG và Phân Tích Thị Trường Toàn Cầu,2023-11-29T15:10:45+0700,0,161
883072,1947320,Kinance là gì? Hướng dẫn đăng ký sàn Kinance nhanh chóng,2023-11-29T09:03:54+0700,0,470
882554,1945134,Vội vã - Sợ,2023-11-28T11:35:22+0700,0,260
882114,995603,[AIRDROP ngon nhất 2023 ] ETCHER Ardrop - Freemint NFT với dự án đã raise 30 triệu $ từ các quỹ lớn ( thời gian có hạn),2023-11-27T14:59:47+0700,4,313
881303,1946246,"Backcom Exness TỐT NHẤT, hoàn phí 95%",2023-11-25T16:56:23+0700,0,974
881277,1945134,"10 lần đúng , nhưng 1 lần sai là bay màu , còn 10 lần sai chỉ cần 1 lần đúng là lên luôn , ok k các traadee thủ",2023-11-25T16:23:46+0700,0,201
712984,1814470,Còn ai hold coin không,2023-02-08T14:19:39+0700,23,4000
879178,1945134,Đơn giản Suy nghĩ kiếm tiền từ FX foorex,2023-11-21T20:30:27+0700,12,429
878784,1913216,Airdrop đào G$ (giống đào Pi),2023-11-21T10:25:15+0700,1,170
880037,1945134,một Traadder FX làm tí câu chuyện của mấy người tầm cỡ nhưng vẫn phải khổ,2023-11-23T10:47:34+0700,1,340
874840,1696074,Hỏi về liên kết thẻ tín dụng đến Paypal,2023-11-13T15:57:14+0700,2,449
879852,1839554,Tư vấn sàn giao dịch tiền ảo,2023-11-22T23:38:18+0700,0,207
869493,1930070,Đăng kí sớm Nine Chronicles M(mobile) để có cơ hội nhận phần thưởng lên đến 500$,2023-11-02T15:09:51+0700,3,840
879218,1294909,Mua USDT tại canada,2023-11-21T21:43:40+0700,1,221
879445,1945134,Mình là một Trader cần các nhà giao dịch tham gia tranh luận và tỷ thí võ công !! hê hê,2023-11-22T10:50:55+0700,0,235
872503,1653121,"Kèo Nhận 20$ siêu đơn giản, làm xong không nhận được inbox chửi mình luôn",2023-11-08T16:40:10+0700,17,802
707147,1738512,Shitcoin Là Gì? Shitcoin Lowcap Tìm Ở Đâu?,2023-01-30T00:39:37+0700,5,2000
879249,1271360,"Cách chơi Future trên Binance: Đặt lệnh, cắt lỗ chốt lời nhanh update new.",2023-11-21T22:38:39+0700,1,3000
878366,1937795,Sàn LeapCM lừa đảo có được không?,2023-11-20T15:06:34+0700,0,358
878359,1653121,Hướng dẫn nhận 60$ từ sàn MEXC,2023-11-20T14:59:32+0700,0,282
448792,1721973,"02 kèo airdrop mới toanh, ngon lành cho các bác",2021-12-08T17:25:30+0700,44,2000
878072,1653121,HOÀN TRẢ LẠI 50% FEE CHO AE NÀO ĐANG TRADE BYBIT,2023-11-19T21:52:33+0700,0,186
666773,1425911,Tổng hợp các kèo airdrop dài hạn,2022-11-16T17:55:11+0700,78,5000
877475,1765606,"Đào free Nolde, bán được luôn",2023-11-18T15:32:17+0700,1,158
777245,1713681,HOT-Đào coin ví imota và nhận thưởng BUSD,2023-05-21T19:03:38+0700,80,5000
875289,1653121,Kèo nhận 500k tiền mặt rút được,2023-11-14T14:29:19+0700,1,304
875582,1943049,"Bitcoin đạt mức giá $40.000, cơn sốt tiền ảo và GPU đang cận kề ?",2023-11-15T04:35:19+0700,0,305
873083,371968,short GAS 24.6$ để mua 4090,2023-11-09T18:35:50+0700,3,365
850651,1917221,COIN SAVI - KÈO TIỀM  NĂNG 2.0 - TẤT CẢ CÓ Ở ĐÂY !,2023-09-28T17:26:45+0700,24,5000
869738,1783677,Tìm người có tick xanh tài khoảng Twitter hợp tác kiếm tiền,2023-11-02T23:02:00+0700,3,348
873208,1928875,Lập trình Blockchain cho người mới bắt đầu,2023-11-09T23:01:58+0700,0,442
872893,1788639,Truyền nghề forex miễn phí chia sẻ và giao lưu kinh nghiệm 6 năm trong nghề,2023-11-09T12:11:01+0700,1,451
872903,1653121,"Nhận ngay 2$ siêu đơn giản ai cũng làm được, có proof",2023-11-09T12:33:17+0700,0,274
872697,1902212,"Game blockchain chạy sự kiện ra bản mobile, raffle lên đến $760",2023-11-08T23:11:32+0700,1,317
872072,1860299,[Nhờ giúp đỡ] Không chuyển được tiền qua Funding,2023-11-07T20:11:51+0700,0,170
842651,1925073,"Hướng Dẫn cách Mua Bán USDT , Thu Mua USDT trên sàn OTC giá tốt - an toàn",2023-09-13T10:40:41+0700,4,1000
839297,1488352,"Website kiếm BTC free mỗi giờ, đơn vị Shatoshi. uy tín ~8 năm",2023-09-06T15:56:27+0700,8,676
871614,1940829,Chuyển tiền cho người khác nhưng chưa nhận được,2023-11-07T00:42:56+0700,0,216
848325,1858150,"💥👉 Over Protocol, đã ra app và claim hàng ngày .Dự Án hot như ice Network. Twitter nút Vàng uy tín.",2023-09-24T08:48:33+0700,13,646
871358,1940691,Soho Markets lừa đảo có phải là nhầm lẫn?,2023-11-06T15:07:24+0700,0,758
767172,1865678,Share google one giá rẻ,2023-05-05T10:42:19+0700,6,525
869928,1653121,[WIN-WIN] Hoàn lại 30% FEE giao dịch TIỀN MẶT chuyển khoản thẳng vào ví cho mọi người tại sàn BINGX,2023-11-03T11:55:41+0700,1,277
840461,1821244,Hướng dẫn mua bán USDT nhanh chóng 247,2023-09-08T17:48:21+0700,4,1000
868873,1338902,[$10] HƯỚNG DẪN CHƠI GAME SUI Quest3 NHẬN $10 (25SUI),2023-11-01T13:46:54+0700,1,279
870012,1939856,GÓC CẢNH BÁO đào lửa,2023-11-03T14:34:14+0700,5,736
865848,1937573,Pi- niềm tin thế hệ GenZ,2023-10-26T15:11:19+0700,3,317
613589,1790259,Sau vài năm chơi crypto. Nhận ra tất cả chỉ là úp bô nhau,2022-08-28T02:15:04+0700,27,5000
869133,576949,Xin review kaspa,2023-11-01T22:39:32+0700,0,302
869132,1929805,Bitcoin liệu có quay lại mốc 69k,2023-11-01T22:33:18+0700,2,243
868519,134050,Down-grade Paypal từ Business xuống Personal Account,2023-10-31T21:09:35+0700,1,206
868835,1939209,"Chia sẻ kinh nghiệm và sách hay cho các bạn muốn tham gia thị trường crypto, forex, chứng khoán",2023-11-01T12:41:44+0700,0,539
549036,16477,Hỏi thẳng?. Blockchain làm được gì? lợi ích rõ ràng của nó là gì ngoài tiền số?,2022-05-18T12:24:15+0700,134,19000
849660,1224295,2 kèo app tiềm năng,2023-09-26T22:34:38+0700,6,517
498665,1792450,Top 10 đồng tiền mã hóa đáng đầu tư nhất năm 2022,2022-02-23T14:09:04+0700,1,2000
867736,147449,Nhờ các cao thủ Future vô giải đáp dùm các tính giá & lệnh future,2023-10-30T15:41:54+0700,0,207
867696,1937795,Wifikx xác nhận sàn I Swiss không lừa đảo như tin đồn,2023-10-30T14:46:11+0700,0,394
783173,1483091,Gamefi-Web3 Tabi - Vừa gọi vốn được $10M - Hiện đang cho mint free NFT.,2023-05-31T10:28:57+0700,5,651
407636,1348191,[Góc Săn Airdrop] Tổng hợp những kèo Airdrop không nên bỏ lỡ - Cập nhật liên tục 24/24,2021-10-11T19:39:14+0700,84,7000
634099,1425911,Airdrop nhận 100 coin SPINEL nhanh kẻo hết,2022-09-27T20:51:50+0700,109,6000
686077,1850841,AlphaBEAR.io - Kèo nhận FREE NFT và đào token dự án miễn phí không KYC,2022-12-19T15:14:30+0700,5,687
682872,969653,Nhận free NFT Worldcup từ Cocacola x Crypto.com x Gmunk,2022-12-13T22:33:17+0700,1,297
823099,1329034,Siêu phẩm game NFT đã gọi được 50M$ từ các backer khủng trong ngành Crypto,2023-08-06T12:03:45+0700,6,452
866293,1937795,HonorFX sàn giao dịch Forex uy tín và chất lượng từ Dubai,2023-10-27T11:53:53+0700,0,365
864811,1906672,Mới bị cháy tài khoản!!!!,2023-10-24T16:11:47+0700,33,2000
856809,1932744,💥 HOT 💥 ĐÀO SAVI TOKEN 🪙 ĐỐI TÁC CHIẾN L SÀN REMITANO UY TÍN 💸💸💸,2023-10-10T06:29:12+0700,9,515
445748,1780023,[Airdrop hot tier 1] ARGENT wallet airdrop. Tổng giải thưởng trị giá: 285 000 $.,2021-12-04T00:02:26+0700,11,477
823588,1913887,"HOT - CÀY AIRDROP TRÊN ĐIỆN THOẠI, KHÔNG CẦN MÁY TÍNH",2023-08-07T11:56:32+0700,1,1000
865881,1925023,"Hướng dẫn mua bán usdt Cronbase nhanh chóng, giá tốt",2023-10-26T16:10:49+0700,0,804
339353,1741268,Có bác nào đang chơi DeFi token không? Nghe nói hôm nay mấy mã này bay lắm,2021-07-06T17:09:01+0700,1,341
862563,1934258,Token/coin listing sàn crypto hết bao nhiêu tiền?,2023-10-20T14:43:54+0700,3,270
565564,1797688,"Nếu giả sử mùa đông Crypto đến lần nữa, ae sẽ chọn hold coin nào ???",2022-06-14T20:39:47+0700,64,9000
864861,1708978,Kèo đào coin savi,2023-10-24T17:47:55+0700,0,294
542147,1806675,Dịch vụ Thiết kế game NFT,2022-05-06T22:42:25+0700,1,401
444396,1779733,Airdrop: Travel Coin 5000$,2021-12-01T23:31:34+0700,1,433
522609,1797292,Kèo Ăn Chắc 🔥 Airdrop Dự Án CLASS Coin || Nhận 10 Token CLASS 💥 Mạng BSC || TuanCalm,2022-04-04T09:48:11+0700,2,374
850364,1277133,Tổng hợp các kèo đào coin + nhận coin airdrop miễn phí.,2023-09-28T08:45:25+0700,13,937
864088,1925023,Cryptech là gì? Hướng dẫn mua bán usdt Cryptech an toàn,2023-10-23T13:23:15+0700,0,1000
863893,1877746,Mua ETH qua tài khoản trung gian,2023-10-23T08:49:00+0700,0,208
698169,1425911,"Tổng hợp các kèo đào coin free như Pi, Renec, CORE...",2023-01-10T15:31:40+0700,14,1000
726186,1858150,RUBI - Dự án ra mắt hôm  30/04/2022,2023-02-28T20:18:46+0700,109,4000
862799,788380,[Airdrop] Nhận 16000 token KELP ví Kelp Wallet,2023-10-20T22:38:51+0700,1,297
522372,1797292,Kèo Ngon - ĂN Chắc 🔥 Airdrop Dự Án Sàn Superex  || Nhận 5 Token $ET ~ 5$ | TuanCalm,2022-04-03T19:11:57+0700,1,380
400162,1226209,[Airdrop Cực Hiếm dành cho VOZ] Airdrop nhỏ của Thầy Giáo Tuấn dành cho aem Vozer !,2021-10-01T23:26:19+0700,33,2000
297886,1731340,Tổng hợp các kèo airdrop uy tín lấy về chắc chắn 100%,2021-05-07T22:35:20+0700,2,767
438282,1777257,TỔNG HỢP CÁC KÈO AIRDROP THƠM NGON THEO THỨ TỰ THỜI GIAN (UPDATE MỚI MỖI NGÀY),2021-11-23T10:35:50+0700,128,5000
487765,91235,(Review) Thành quả sau 2 ngày mò mẫm làm Mmo (airdrop coin),2022-02-06T22:26:26+0700,9,3000
768057,1738512,Airdrop Coin Là Gì? Chia Sẻ Kèo Airdrop Coin Sắp Lên Sàn,2023-05-06T18:12:09+0700,3,2000
649835,1839061,Review sự thật về những kênh Crypto [EXPOSE],2022-10-21T13:27:48+0700,2,1000
565367,1073298,"Mùa đông crypto đã đến, những kiến thức cần chuẩn bị cho bull cycle tiếp theo (web5, real life nft,.. ?)",2022-06-14T15:22:37+0700,7,1000
467396,1488054,Bắt đầu với Crypto,2022-01-05T09:40:32+0700,18,2000
861512,1279562,Không rút được usdt từ metamask về sàn.,2023-10-18T17:47:03+0700,7,1000
814842,852526,"Con kèo  thuộc hệ MEME, nhiều nét giống con PEPE khi mới bắt đầu tiềm năng x50, x100",2023-07-22T20:01:48+0700,51,4000
848652,1771064,Nên chọn mua coin nào?,2023-09-25T03:22:56+0700,2,664
846715,1925023,Chi tiết mua bán usdt IFTrade đảm bảo an toàn,2023-09-21T10:32:17+0700,4,565
860573,1279562,Hỏi cách trade sàn dex uniswap,2023-10-17T06:49:53+0700,6,340
858365,1783677,Soquest gọi vốn được 7m$,2023-10-12T20:26:39+0700,1,283
860307,1355094,[Kiếm tiền với Crypto] Chiến lược kiếm tiền tối ưu trong lúc downtrend,2023-10-16T16:16:31+0700,1,323
